OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
81839,No Damage,2211.0,Keetak,Street,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Engine Company Actions,Commercial Building Multi Story,Nonresidential Commercial,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Other,Multi Pane,No Deck/Porch,Composite,No Patio Cover/Carport,No Fence,,<30',,,2211 KEETAK ST SOUTH LAKE TAHOE CA 96150,38.8490266353121,-120.019452348297
79741,No Damage,17.0,39 Mile Stone ,,Kyburz,CA,95720.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,53741.0,,,38.7878671645946,-120.19523576736
17645,No Damage,5635.0,Monticello,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,212563.0,,5599 MONTICELLO RD NAPA CA 94558,38.4417763154819,-122.20280163662
92315,No Damage,6505.0,New Bath ,Road,Foresthill,CA,95631.0,NEU,Placer,,9/6/2022 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',400211.0,1978.0,6505 NEW BATH RD FORESTHILL 95631 CA,39.01756917,-120.80278717
30958,Destroyed (>50%),6799.0,Skyway,Street,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,929513.0,1965.0,6799  SKYWAY     PARADISE CA 95969,39.7642571268895,-121.622155999999
36286,Destroyed (>50%),,Sawmill ,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,174283.0,1956.0,5450  SAWMILL RD   PARADISE CA 95969,39.7457149333341,-121.588702966991
61265,Destroyed (>50%),2515.0,Bennett Ridge,Road,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,,,,198921.0,1974.0,2515 BENNETT RIDGE RD,38.4030051683059,-122.606340944785
109316,No Damage,2378.0,Glenrose,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,60386.0,1909.0,"2378 GLENROSE AVE, ALTADENA, CA 91001",34.1865976,-118.1549986
75216,Destroyed (>50%),5773.0,Geysers,Road,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Concrete,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,Wood,No Deck/Porch,Combustible,No Fence,>30,50,4732539.0,1933.0,5773 GEYSERS RD GEYSERVILLE CA 95441,38.7333148395531,-122.820847592542
86587,No Damage,238.0,Genesee,Road,Taylorsville,CA,95983.0,LMU,Plumas,Taylorsville ,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,,,238 GENESEE RD TAYLORSVILLE CA 95983,40.0707744139054,-120.829959921203
56388,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,, , , , , , , , ,,,,126583.0,1980.0,14368 SKYWAY MAGALIA CA 95954,39.8290133866443,-121.59580209756
84608,No Damage,281.0,Osprey ,Loop,Chester,CA,96020.0,LMU,Plumas,Lake Almanor West ,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,356033.0,,281 OSPREY LOOP CHESTER CA 96020,40.236296435943,-121.2108016489
54263,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,72488.0,1980.0,14151 WYCLIFF WAY MAGALIA CA 95954,39.8235031312385,-121.606091431367
19301,Destroyed (>50%),7539.0,Pleasants Valley,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',1174870.0,2003.0,7539 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.4252498226332,-122.051406757971
8949,No Damage,55430.0,Point,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, LAKESHORE CA 93634,37.2015009912662,-119.252098227368
20212,No Damage,17832.0,Cachagua ,Road,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,25314.0,1935.0,17832 CACHAGUA RD CARMEL VALLEY CA 93924,36.4098333705576,-121.678360773803
28456,No Damage,17152.0,Santiago Canyon ,Road,,CA,,ORC,Orange,Silverado ,12/2/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,210180.0,,17152 SANTIAGO CANYON RD SILVERADO CA,33.712166602091,-117.646428302665
117385,No Damage,1885.0,N El Molino,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,<30',79631.0,1890.0,"1885 N EL MOLINO AVE, PASADENA, CA 91104",34.1783768,-118.137636
53135,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,School,Nonresidential Commercial,, , , , , , , , ,,,,2830968.0,1987.0,765 ELLIOTT RD PARADISE CA 95969,39.7611158741448,-121.621033855987
47329,Destroyed (>50%),1631.0,Kingdom ,Court,Paradise Northeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,<30',280114.0,1980.0,1631  KINGDOM CT   PARADISE CA 95969,39.7885460792198,-121.581147115863
94450,No Damage,22324.0,Thompson Canyon,Avenue,Caliente,CA,93518.0,KRN,Kern,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,<30',284145.0,1975.0,"22324 THOMPSON CANYON AVE, CALIENTE, CA 93518",35.433693,-118.5268295
12123,Destroyed (>50%),4498.0,Silverado ,Trail,,CA,,LNU,Napa,Calistoga ,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,>30,,87265.0,1935.0,4498 SILVERADO TRL CALISTOGA CA 94515,38.5747043396219,-122.544826762038
73703,Destroyed (>50%),4585.0,Casitas Pass ,Road,Unincorporated,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Not Applicable,Unknown,Fire Resistant,Unknown, , , ,,,,20669.0,0.0,  VENTURA CA,34.3908870727979,-119.395797344979
71484,Destroyed (>50%),0.0,Lake,Road,Junction City,CA,0.0,SHU,Trinity,junction city ,8/30/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,,,,,, , , ,,,,149523.0,,55575 LAKE RD JUNCTION CITY CA 96048,40.7608251851251,-123.081975670768
19756,No Damage,5320.0,Monticello ,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,48334.0,1971.0,5320 MONTICELLO RD NAPA CA 94558,38.4352678194433,-122.204385500315
116416,Destroyed (>50%),438.0,E Poppyfields,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,200436.0,1928.0,"438 E POPPYFIELDS DR, ALTADENA, CA 91001",34.195408,-118.1372331
78022,No Damage,13711.0,Ridge,Lane,Macdoel,CA,96058.0,SKU,Siskiyou,,8/1/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,<30',,,MACDOEL CA 96058,41.58483832751,-121.911141016646
49210,Destroyed (>50%),32111.0,Muholland,Other,Los Angeles County,CA,,LAC,Los Angeles,Malibu,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Triple Wide,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,2100570.0,1983.0,31727 MULHOLLAND HWY MALIBU CA 90265,34.0998411905406,-118.830159374923
27099,No Damage,33.0,Wheat berry,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,231200.0,2011.0,33 SHELLBARK # 18 IRVINE CA 92618,33.7015944878815,-117.732790012833
91416,No Damage,1490.0,Kennedy,Avenue,Weed,CA,96094.0,SKU,Siskiyou,Weed ,9/2/2022 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,>50',131397.0,1916.0,"1490 KENNEDY AVE, WEED, CA 96094",41.43814943,-122.38916996
10804,No Damage,390.0,Los Alamos,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Multi Family Residence Multi Story,Multiple Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,105782.0,1975.0,390 LOS ALAMOS RD SANTA ROSA CA 95409,38.4571090316305,-122.631505085225
57906,Destroyed (>50%),150.0,dorchester,Court,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,,,,72723.0,,150 DORCHESTER CT SANTA ROSA CA 95403,38.4962594796958,-122.742671312377
116533,Destroyed (>50%),2260.0,Pinecrest,Drive,Altadena,CA,0.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,21-30,<30',,,,34.1935771,-118.090077
40958,Destroyed (>50%),4676.0,Cable Bridge,Drive,Unincorporated,CA,,BTU,Butte,Chico,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,153000.0,1973.0,4676  CABLE BRIDGE DR   CHICO CA 95926,39.7454868883046,-121.680861400585
101227,Destroyed (>50%),1676.0,Mendocino ,Street,Altadena,CA,,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,402882.0,1948.0,"1676 E MENDOCINO ST, ALTADENA, CA 91001",34.1855046,-118.1160652
31775,Destroyed (>50%),13990.0,Pineland,Circle,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<30',20000.0,1976.0,13990  PINELAND CIR   MAGALIA CA 95954,39.8179698025502,-121.596929664701
44163,Destroyed (>50%),786.0,Luther ,Drive,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,112773.0,1972.0,786  LUTHER DR   PARADISE CA 95969,39.7617201408329,-121.620471049784
100580,No Damage,3192.0,Golden Spur,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Concrete,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,113593.0,1966.0,"3192 GOLDENSPUR DR, CAMARILLO, CA 93010",34.2495985,-119.0598485
120735,No Damage,18000.0,Coastline,Drive,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,20.0,Wood,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,,,2427747.0,1971.0,"18000 COASTLINE DR, MALIBU, CA 90265",34.0422062,-118.5680602
99302,No Damage,3395.0,Sweetwater Mesa,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,<30',262694.0,1995.0,"3395 SWEETWATER MESA RD, MALIBU, CA 90265",34.0426456,-118.6768798
57225,No Damage,3565.0,Soda Canyon,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Unknown,Combustible,Single Pane, , , ,,,,10184791.0,1976.0,3565 SODA CANYON RD,38.4515426459861,-122.287159836007
24873,No Damage,510.0,Wild Iris,Lane,,CA,,CZU,Santa Cruz,Santa  Cruz ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,29689.0,1954.0,500 WILD IRIS LN SANTA CRUZ CA 95060,37.065832388949,-122.12937846749
18355,No Damage,3301.0,Wallace Creek,Road,,CA,,LNU,Sonoma,Healdsburg ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,75346.0,1935.0,3301 WALLACE CREEK RD HEALDSBURG CA 95448,38.6003032375768,-122.922133274138
74367,Destroyed (>50%),12170.0,Gas Point,Road,Anderson,CA,,SHU,Shasta,,9/9/2013 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,,,,,, , , ,,,,10370.0,,,40.4688650001233,-122.541730000657
111961,Destroyed (>50%),662.0,E Calaveras,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,,,179341.0,1920.0,"662 E CALAVERAS ST, ALTADENA, CA 91001",34.1847991,-118.1364775
49376,Destroyed (>50%),29555.0,Rainsford ,Place,Malibu,CA,,LAC,Los Angeles,,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,Unknown,Combustible,Unknown,,,233612.0,1951.0,29555 RAINSFORD PL MALIBU CA 90265,34.0227157808759,-118.816013066053
47779,Destroyed (>50%),13952.0,Chestnut,Circle,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,86187.0,1986.0,13952  CHESTNUT CIR   MAGALIA CA 95954,39.816473064784,-121.600600164782
90420,No Damage,4701.0,Morning Star,Lane,Mariposa,CA,95338.0,MMU,Mariposa,,7/22/2022 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,>30,,188000.0,1988.0,4701 MORNING STAR LN MARIPOSA 95338 CA,37.50023307,-119.91613383401
114410,Destroyed (>50%),701.0,E Pine,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Unknown,"Mesh Screen <= 1/8""""",Wood,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,>30,,359732.0,1923.0,"701 E PINE ST, ALTADENA, CA 91001",34.1918187,-118.1331362
94323,Destroyed (>50%),6720.0,Caliente Bodfish,Road,Havilah,CA,93518.0,KRN,Kern,Havilah,7/24/2024 12:00:00 AM,Fire,Unknown,Motor Home,Single Residence,0.0,Metal,No Eaves,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,43770.0,1988.0,"6720 CALIENTE BODFISH RD, HAVILAH, CA 93518",35.5193804,-118.5164156
127802,Destroyed (>50%),934.0,Embury,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,258060.0,1928.0,"934 EMBURY ST, PACIFIC PALISADES, CA 90272",34.0463081,-118.5227149
21007,No Damage,1439.0,Big Basin,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,259770.0,1953.0,14379 BIG BASIN WAY BOULDER CREEK CA 95006,37.1325859239928,-122.138491749385
44698,Destroyed (>50%),6029.0,Sawmill,Road,Paradise Central Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,126010.0,1971.0,6029  SAWMILL RD   PARADISE CA 95969,39.7651998237533,-121.58922625361
1569,Destroyed (>50%),29987.0,Pinon Pine,Lane,,CA,,LAC,Los Angeles,,9/6/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,,22076.0,1939.0,29987 PINON PINE LN LITTLEROCK CA 93543,34.4444738787481,-117.954393715152
95528,No Damage,94.0,Cohasset,Loop,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,119520.0,2005.0,"94 COHASSET LOOP, COHASSET, CA 95973",39.9444847,-121.7285674
1951,Destroyed (>50%),1416.0,Lumpkin,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',6327.0,1940.0,"1416 LUMPKIN RD, FEATHER FALLS CA 95966",39.5527585753539,-121.335751280818
24918,Destroyed (>50%),21600.0,Big Basin,Way,,CA,,CZU,Santa Cruz,BBRSP,8/16/2020 12:00:00 AM,Fire,,Multi Family Residence Single Story,Multiple Residence,2.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,,,,37.1820313732543,-122.19893059394
95910,No Damage,32692.0,Ortega Hwy,,Lake Elsinore,CA,92530.0,RRU,Riverside,,9/9/2024 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,202243.0,1958.0,"32692 ORTEGA HWY, LAKE ELSINORE, CA 92530",33.6463128,-117.4175424
70339,Destroyed (>50%),920.0,Wikiup,Drive,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unknown,Screened,Fire Resistant,Single Pane, , , ,,,,363618.0,,920 WIKIUP DR SANTA ROSA CA 95403,38.5077111893164,-122.74468075204
37774,Destroyed (>50%),5130.0,Feather Rock,Court,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,,390000.0,1985.0,5130  FEATHER ROCK CT   PARADISE CA 95969,39.7322418288984,-121.568658810445
108283,No Damage,751.0,E Woodbury,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,,30-50',388205.0,1912.0,"751 E WOODBURY RD, ALTADENA, CA 91001",34.178669,-118.1349594
61698,Destroyed (>50%),2462.0,Atlas Peak,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,361890.0,1903.0,2462 ATLAS PEAK RD,38.3682636415209,-122.253335005574
11616,No Damage,500.0,Meadowood ,Lane,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,3746654.0,,500 MEADOWOOD LN SAINT HELENA CA 94574,38.5170242976126,-122.45510463675
64234,Destroyed (>50%),18186.0,7th,Street,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,276093.0,,18186 7TH ST E,38.3050769506271,-122.433859827928
14224,No Damage,3787.0,Spring Mountain ,Road,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Metal,Enclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,Masonry/Concrete,Combustible,No Fence,,,10417424.0,1930.0,3787 SPRING MOUNTAIN RD SAINT HELENA CA 94574,38.5140410630837,-122.539927019898
27717,No Damage,140.0,Roscomare ,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,,,,33.7367520874102,-117.736026994942
93740,No Damage,0.0,Inskip ,Road,,CA,0.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Infrastructure,Infrastructure,0.0,Metal,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,,40.3447605,-121.9474891
47555,Destroyed (>50%),1788.0,Honeysuckle,Lane,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,175440.0,1950.0,1788  HONEYSUCKLE LN   PARADISE CA 95969,39.7981286690104,-121.578065162312
108157,Destroyed (>50%),52.0,W Mendocino ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,54965.0,1926.0,"52 W MENDOCINO ST, ALTADENA, CA 91001",34.1912235,-118.1502107
