OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,* CAL FIRE Unit,County,Incident Start Date,* Structure Type,Structure Category,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude,Structure Age,Log Assessed Value,Fire Risk Score,Month,Fire Season Category,Month Name
120697,No Damage,21201.0,Pacific Coast,Highway,Malibu,LAC,Los Angeles,2025-01-07 08:02:01,Commercial Building Single Story,Nonresidential Commercial,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,50000.0,1955.0,"21201 PACIFIC COAST HWY, MALIBU, CA 90265",34.0371086,-118.6362394,70.0,10.819798284210286,3.8,1,Peak Fire Season,January
121001,Destroyed (>50%),16915.0,Enchanted,Place,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,Unknown,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,189660.0,1957.0,"16915 ENCHANTED PL, PACIFIC PALISADES, CA 90272",34.0517969,-118.5486018,68.0,12.15299354701688,2.3,1,Peak Fire Season,January
20178,No Damage,0.0,22350 BERRY DR SALINAS CA 93908,Road,Monterey County,BEU,Monterey,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,270826.0,1989.0,22350 BERRY DR SALINAS CA 93908,36.5912071149806,-121.637625986322,31.0,12.509235519629112,3.8,8,Peak Fire Season,August
19822,No Damage,3883.0,Pope Canyon ,Road,Napa County,LNU,Napa,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Wood,Wood,Combustible,Non Combustible,97464.0,1984.0,3883 POPE CANYON RD SAINT HELENA CA 94574,38.614602762033,-122.31117763811,36.0,11.487248618180246,3.7,8,Peak Fire Season,August
38129,Destroyed (>50%),26.0,Pearson ,Road,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Combustible,30046.0,1964.0,26  PEARSON RD   PARADISE CA 95969,39.7533976492321,-121.628072414055,54.0,10.310518101368999,6.2,11,Peak Fire Season,November
124795,Destroyed (>50%),913.0,Bienveneda,Avenue,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,301015.0,1953.0,"913 BIENVENEDA AVE, PACIFIC PALISADES, CA 90272",34.0507695,-118.5392701,72.0,12.614918698464454,4.8,1,Peak Fire Season,January
64283,Destroyed (>50%),7684.0,Foothill Ranch,Road,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Unknown, , , ,No Fence,599000.0,1964.0,7684 FOOTHILL RANCH RD SANTA ROSA CA 95404,38.5262290298382,-122.678435909852,53.0,13.303018546545275,2.6,10,Moderate Season,October
64325,Destroyed (>50%),3579.0,Alkirst,Court,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown, , , ,No Fence,397889.0,1964.0,3579 ALKIRST CT SANTA ROSA CA 95403,38.4755818521551,-122.715753193379,53.0,12.89393086415651,2.6,10,Moderate Season,October
116893,Destroyed (>50%),3230.0,Fair Oaks,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,520977.0,1945.0,"3228 FAIR OAKS AVE, ALTADENA, CA 91001",34.200287,-118.1440551,80.0,13.163463093356416,4.8,1,Peak Fire Season,January
13721,No Damage,7425.0,Sharp,Drive,Sonoma County,LNU,Sonoma,2020-09-27 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,625124.0,1948.0,7425 SHARP RD CALISTOGA CA 94515,38.5474590408308,-122.588871989563,72.0,13.345706908721205,3.7,9,Moderate Season,September
81757,No Damage,901.0,Han,Street,South Lake Tahoe,AEU,El Dorado,2021-08-14 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,365000.0,1964.0,901 HAN ST SOUTH LAKE TAHOE CA 96150,38.8336352325508,-120.018340900525,57.0,12.807655372286902,3.8,8,Peak Fire Season,August
37096,Destroyed (>50%),5395.0,Topaz,Circle,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,138434.0,1974.0,5395  TOPAZ CIR   PARADISE CA 95969,39.7434029774194,-121.636953693451,44.0,11.838156180367786,6.2,11,Peak Fire Season,November
22803,No Damage,7690.0,Empire,Other,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,97776.0,1960.0,7690 EMPIRE GRADE SANTA CRUZ CA 95060,37.0612709544993,-122.120871598718,60.0,11.490444654541077,3.8,8,Peak Fire Season,August
9452,Destroyed (>50%),7767.0,Archer,Road,Shasta County,SHU,Shasta,2020-09-27 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,234090.0,1999.0,7767 ARCHER RD IGO CA 96047,40.5113440470675,-122.567696612429,21.0,12.363465207631043,3.8,9,Moderate Season,September
5116,Destroyed (>50%),52762.0,Redwood ,Drive,Tulare County,TUU,Tulare,2020-08-19 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unknown,Unknown,Wood,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,37530.0,1964.0,   ,36.1606593591969,-118.61492433271,56.0,10.532922537124472,2.8,8,Peak Fire Season,August
65524,Destroyed (>50%),3521.0,Flintwood ,Drive,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,No Fence,322000.0,1964.0,3521 FLINTWOOD DR SANTA ROSA CA 95404,38.4796726747321,-122.702820373711,53.0,12.682309930111785,4.6,10,Moderate Season,October
62747,Destroyed (>50%),10863.0,West,Road,Redwood City,MEU,Mendocino,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Enclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,217110.0,1964.0,10891 WEST RD,39.2993095220043,-123.219475081616,53.0,12.288164022477789,2.6,10,Moderate Season,October
112329,No Damage,378.0,Ventura,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,540466.0,1950.0,"2600 LINCOLN AVE, ALTADENA, CA 91001",34.1902074,-118.1578279,75.0,13.2001888596184,4.8,1,Peak Fire Season,January
35736,Destroyed (>50%),5405.0,Breezewood ,Drive,Paradise Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,369691.0,2007.0,5405  BREEZEWOOD DR   PARADISE CA 95969,39.7448263006656,-121.579959074137,11.0,12.820425505523701,4.3,11,Peak Fire Season,November
86373,No Damage,714035.0,Hicks,Road,Janesville,LMU,Lassen,2021-07-13 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,183432.0,1964.0,714-035 HICKS RD JANESVILLE CA 96114,40.2640087972579,-120.477721819676,57.0,12.119604757187465,2.8,7,Moderate Season,July
33624,Destroyed (>50%),6020.0,Almond,Street,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1900.0,   ALMOND ST   PARADISE CA 95969,39.7589492973401,-121.621912854798,118.0,0.0,4.3,11,Peak Fire Season,November
36738,Destroyed (>50%),1585.0,La Grande Vue,Other,Paradise Central Southeast B,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Metal,No Eaves,No Vents,Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,23005.0,1976.0,1585  LA GRANDE VUE     PARADISE CA 95969,39.7397840818624,-121.585111621961,42.0,10.043510330455955,4.3,11,Peak Fire Season,November
38806,Destroyed (>50%),550.0,Casa,Drive,Paradise Central Southwest B,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,156469.0,1972.0,550  CASA DR   PARADISE CA 95969,39.734086901356,-121.631229920413,46.0,11.960619577296104,6.3,11,Peak Fire Season,November
46376,Destroyed (>50%),1545.0,Sylvan,Way,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,164103.0,1955.0,1545  SYLVAN WAY   PARADISE CA 95969,39.7627189286897,-121.587702046135,63.0,12.008255652161973,6.3,11,Peak Fire Season,November
14981,Destroyed (>50%),2950.0,Pope Canyon ,Road,Napa County,LNU,Napa,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,658222.0,1964.0,2950 POPE CANYON RD SAINT HELENA CA 94574,38.6540983692384,-122.358269758839,56.0,13.39729905866694,3.3,8,Peak Fire Season,August
103161,No Damage,4020.0,Park Vista,Drive,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,218134.0,1975.0,"4020 PARK VISTA DR, PASADENA, CA 91107",34.173486,-118.065871,50.0,12.292869416160173,3.3,1,Peak Fire Season,January
18455,No Damage,7568.0,English Hills,Road,Solano County,LNU,Solano,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,469200.0,1990.0,7568 ENGLISH HILLS RD VACAVILLE CA 95688,38.4306759900695,-121.997460139484,30.0,13.058786527046484,3.8,8,Peak Fire Season,August
41787,Destroyed (>50%),8381.0,Skyway,Other,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,95460.0,1964.0,8381  SKYWAY     PARADISE CA 95969,39.7793778061522,-121.605595365497,54.0,11.46647306609689,6.3,11,Peak Fire Season,November
31274,Destroyed (>50%),5975.0,Maxwell,Drive,Paradise Central Southwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,59413.0,1973.0,5975  MAXWELL DR 13 PARADISE CA 95969,39.7645426457169,-121.613496538003,45.0,10.992285167815846,6.2,11,Peak Fire Season,November
47808,Destroyed (>50%),5938.0,Legacy,Lane,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,172817.0,1999.0,5938  LEGACY LN   PARADISE CA 95969,39.7618482291883,-121.583299810763,19.0,12.05999429659379,6.2,11,Peak Fire Season,November
31171,Destroyed (>50%),6448.0,Shaw,Circle,Magalia,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,Wood,Non Combustible,Combustible,165000.0,1990.0,6448  SHAW CIR   MAGALIA CA 95954,39.8104984758127,-121.59589537233,28.0,12.013706813470414,4.2,11,Peak Fire Season,November
4308,Destroyed (>50%),280.0,Hidden Springs,Road,Berry Creek,BTU,Butte,2020-09-09 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,16445.0,1986.0,"280 HIDDEN SPRINGS RD, BERRY CREEK CA 95916",39.6257382748498,-121.388114014949,34.0,9.707837565530841,4.8,9,Moderate Season,September
92702,No Damage,4787.0,Triangle ,Road,Mariposa,MMU,Mariposa,2022-07-22 00:00:00,Mobile Home Single Wide,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,217969.0,1964.0,4787 TRIANGLE RD MARIPOSA 95338 CA,37.51311218,-119.91619758,58.0,12.292112717622558,3.8,7,Moderate Season,July
105317,No Damage,2140.0,E Altadena,Drive,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,222370.0,1954.0,"2140 E ALTADENA DR, ALTADENA, CA 91001",34.1887378,-118.1073077,71.0,12.312102437172856,4.8,1,Peak Fire Season,January
113633,Destroyed (>50%),782.0,E Mariposa,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Multi Family Residence Multi Story,Multiple Residence,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,18144.0,1962.0,"770 E MARIPOSA ST APT C, ALTADENA, CA 91001",34.1880569,-118.1330869,63.0,9.806150319647172,4.8,1,Peak Fire Season,January
99907,No Damage,3701.0,Serra,Road,Malibu,LAC,Los Angeles,2024-12-09 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,230907.0,1974.0,"3701 SERRA RD, MALIBU, CA 90265",34.0399817,-118.6799025,50.0,12.34977464177574,3.8,12,Low Fire Season,December
98986,No Damage,20.0,Hill Top Turn,Other,Running Springs,BDU,San Bernardino,2024-09-05 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,683400.0,2004.0,"55 PANORAMA RD, RUNNING SPRINGS, CA 92382",34.1979991,-117.1280066,20.0,13.434837081934134,3.7,9,Moderate Season,September
116187,Destroyed (>50%),341.0,Marathon,Road,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,294940.0,1958.0,"341 MARATHON RD, ALTADENA, CA 91001",34.1979157,-118.138207,67.0,12.59453061531929,4.8,1,Peak Fire Season,January
105475,Destroyed (>50%),78.0,W Terrace,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,268048.0,1923.0,"78 W TERRACE ST, ALTADENA, CA 91001",34.1940098,-118.1494315,102.0,12.498925078601458,3.2,1,Peak Fire Season,January
123818,Destroyed (>50%),815.0,Lachman,Lane,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,169793.0,1954.0,"815 LACHMAN LN, PACIFIC PALISADES, CA 90272",34.0502932,-118.5455839,71.0,12.042341216546017,4.8,1,Peak Fire Season,January
35106,Destroyed (>50%),1212.0,Lu-Rena,Road,Paradise Central Southeast B,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Metal,Enclosed,No Vents,Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,14559.0,1971.0,1212  LURENA LN   PARADISE CA 95969,39.746582415084,-121.587883247107,47.0,9.586033321750676,4.2,11,Peak Fire Season,November
25760,No Damage,0.0,130,Route,Santa Clara County,SCU,Santa Clara,2020-08-18 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,56166.0,1964.0,SAN ANTONIO RD SAN JOSE CA 95140,37.3521646808977,-121.474679990335,56.0,10.936084674806935,3.8,8,Peak Fire Season,August
124288,Destroyed (>50%),1419.0,Monte Grande ,Place,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,352793.0,1989.0,"1419 MONTE GRANDE PL, PACIFIC PALISADES, CA 90272",34.0756181,-118.5579661,36.0,12.773639596167435,3.2,1,Peak Fire Season,January
105990,No Damage,1791.0,Walworth,Avenue,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,404702.0,1923.0,"1789 WALWORTH AVE, PASADENA, CA 91104",34.1766369,-118.1360386,102.0,12.910908743734925,3.8,1,Peak Fire Season,January
3680,No Damage,43.0,Deer Run,Lane,Butte County,BTU,Butte,2020-09-09 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,168300.0,1980.0,"43 DEER RUN LN, BERRY CREEK CA 95916",39.6439360312793,-121.421644973216,40.0,12.033509321931893,3.7,9,Moderate Season,September
109332,Destroyed (>50%),3015.0,Fair Oaks,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,161372.0,1925.0,"3015 FAIR OAKS AVE, ALTADENA, CA 91001",34.1970602,-118.1468,100.0,11.991473734578728,4.8,1,Peak Fire Season,January
44167,Destroyed (>50%),5963.0,McClain ,Lane,Paradise Central Southwest A,BTU,Butte,2018-11-08 00:00:00,Mobile Home Single Wide,Single Residence,Metal,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,5373.0,1900.0,5965  MCCLAIN LN   PARADISE CA 95969,39.7619365289379,-121.619345105898,118.0,8.589327789175437,3.3,11,Peak Fire Season,November
96916,No Damage,9951.0,Cohasset,Road,Chico,BTU,Butte,2024-07-24 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,70987.0,1948.0,"9951 COHASSET RD, CHICO, CA 95973",39.9274779,-121.7323798,76.0,11.170266127654456,3.8,7,Moderate Season,July
62292,Destroyed (>50%),12170.0,Shenandoah,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Mobile Home Single Wide,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,82839.0,1964.0,12170 SHENANDOAH RD LOCH LOMOND CA 95461,38.8670950459982,-122.68459268523,51.0,11.324666315509521,3.6,9,Moderate Season,September
109029,Destroyed (>50%),2619.0,Glen,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Motor Home,Single Residence,Other,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,33902.0,1928.0,"2619 GLEN AVE, ALTADENA, CA 91001",34.190635,-118.1546629,97.0,10.43125878502826,2.8,1,Peak Fire Season,January
31526,Destroyed (>50%),6254.0,Posey,Lane,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,71400.0,1960.0,6254  POSEY LN   PARADISE CA 95969,39.7721460836137,-121.612617516734,58.0,11.17606715383184,4.3,11,Peak Fire Season,November
71384,Destroyed (>50%),4657.0,Katie Lee ,Way,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Combustible,Unknown,Screened,Combustible,Multi Pane, , , ,No Fence,353500.0,1964.0,4657 KATIE LEE WAY SANTA ROSA CA 95403,38.5002621109084,-122.746485385699,53.0,12.775641593169077,3.1,10,Moderate Season,October
34089,Destroyed (>50%),5948.0,Pentz,Road,Paradise Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Unknown,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,63459.0,1951.0,5948  PENTZ RD   PARADISE CA 95969,39.7552179176558,-121.571693149694,67.0,11.058165065137187,4.3,11,Peak Fire Season,November
27555,No Damage,254.0,Oceano ,Road,Irvine,ORC,Orange,2020-10-26 00:00:00,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,600813.0,2018.0,252 OCEANO IRVINE CA 92602,33.7289724400413,-117.744856776618,2.0,13.306040681424218,3.3,10,Moderate Season,October
96679,No Damage,54.0,Calochortus,Way,Cohasset,BTU,Butte,2024-07-24 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,140790.0,1988.0,"54 CALOCHORTUS WAY, COHASSET, CA 95973",39.9399806,-121.726842,36.0,11.855031800208534,3.7,7,Moderate Season,July
78944,No Damage,1307.0,Pinecone,Court,Wofford Heights,KRN,Kern,2021-08-18 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,367000.0,1964.0,1307 PINECONE CT WOFFORD HEIGHTS CA 93285,35.7299431621139,-118.540337536267,57.0,12.813119851828635,2.7,8,Peak Fire Season,August
15718,No Damage,6125.0,Pleasants Valley,Road,Solano County,LNU,Solano,2020-08-16 00:00:00,Multi Family Residence Single Story,Multiple Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,226477.0,1963.0,6125 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.3515836448062,-122.025307896223,57.0,12.330403088944953,3.8,8,Peak Fire Season,August
46271,Destroyed (>50%),887.0,Thomasson,Lane,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,113635.0,1983.0,887  THOMASSON LN   PARADISE CA 95969,39.7756138500029,-121.616069504318,35.0,11.640755636474994,4.2,11,Peak Fire Season,November
111160,No Damage,2186.0,Mar Vista ,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,158526.0,1922.0,"2186 MAR VISTA AVE, ALTADENA, CA 91001",34.1833658,-118.1268345,103.0,11.973680204795224,3.8,1,Peak Fire Season,January
42271,Destroyed (>50%),2108.0,Honey Run,Road,Unincorporated,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,34619.0,1950.0,2108  HONEY RUN RD   CHICO CA 95926,39.7350215666585,-121.686813211856,68.0,10.4521868287302,4.3,11,Peak Fire Season,November
58598,Destroyed (>50%),11440.0,Rose Anderson ,Road,Unincorporated,LNU,Lake,2015-09-12 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Unknown,Unknown, , , ,No Fence,33025.0,1964.0,11440 ANDERSON SPRINGS RD MIDDLETOWN CA 95461,38.7745692053148,-122.695490527031,51.0,10.405050409022934,3.1,9,Moderate Season,September
75992,Destroyed (>50%),10597.0,Chalk Hill,Road,Unincorporated,LNU,Sonoma,2019-10-23 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,187878.0,1974.0,10597 CHALK HILL RD HEALDSBURG CA 95448,38.5806500537957,-122.778861689923,45.0,12.14355341758046,3.3,10,Moderate Season,October
19319,No Damage,3150.0,Mill Creek,Road,Sonoma County,LNU,Sonoma,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,177998.0,1964.0,3150 MILL CREEK RD HEALDSBURG CA 95448,38.5887293660651,-122.910691827623,56.0,12.089533211280914,3.8,8,Peak Fire Season,August
